HOSTNAME,VENDOR,MODEL,IPS,SERIALS,STATUS,SITE_CODE,DIVISION,LOCATION,FW_TYPE
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/Anthem,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/Anthem,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/RXConnectDR,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/RXConnectDR,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|DR|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/test-text,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/test-text,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor12,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor12,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor25,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor25,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor26,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor26,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor36,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor36,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor37,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor37,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor38,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor38,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor39,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor39,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor40,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor40,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor41,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor41,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor42,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor42,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor43,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor43,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor44,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor44,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor46,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor46,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor47,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor47,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor48,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor48,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor49,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor49,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/vendor9,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/vendor9,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/wellpoint,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/wellpoint,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|INTERNAL|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01:abc/abc,Cisco,5585-SSP-60,10.218.232.72,JMX1748804X/abc,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-acs,Cisco,ASA5585-SSP-60,,10.218.232.49,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-alere,Cisco,ASA5585-SSP-60,,10.218.232.13,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-anthem,Cisco,ASA5585-SSP-60,,10.218.232.41,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-apac,Cisco,ASA5585-SSP-60,,10.218.232.51,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-britishtelecom,Cisco,ASA5585-SSP-60,,10.218.232.45,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-capgemini,Cisco,ASA5585-SSP-60,,10.218.232.39,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-continuum,Cisco,ASA5585-SSP-60,10.218.232.47,10.218.232.47,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-conveynations,Cisco,ASA5585-SSP-60,,10.218.232.27,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-emdeon,Cisco,ASA5585-SSP-60,10.218.232.53,10.218.232.53,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-heartland,Cisco,ASA5585-SSP-60,,10.218.232.35,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-medhok,Cisco,ASA5585-SSP-60,,10.218.232.31,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-medhokaws,Cisco,ASA5585-SSP-60,,10.218.232.65,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|CLOUD|PERIMETER
pazshdc-sec-ext-net4wir-02-omnicare,Cisco,ASA5585-SSP-60,,10.218.232.29,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-partner,Cisco,ASA5585-SSP-60,,10.218.232.11,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-relayhealth,Cisco,ASA5585-SSP-60,,10.218.232.15,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-tcs,Cisco,ASA5585-SSP-60,,10.218.232.21,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-trizetto,Cisco,ASA5585-SSP-60,,10.218.232.55,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-ttec,Cisco,ASA5585-SSP-60,10.218.232.43,10.218.232.43,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-02-vantiv,Cisco,ASA5585-SSP-60,,10.218.232.23,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-rsnet-fx-01.cvs.com,Cisco,FPR4145-ASA-K9,10.10.122.129,JMX2439L031,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-rsnet-fx-02:1,Cisco,FX-OS,10.10.122.178,JAD24290T2Q,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-rsnet-fx-02:2,Cisco,FPR4145-ASA-K9,10.10.122.178,JMX2439L034,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
PAZSHDC-SEC-EXT-SDWAN-01/pri/act,Cisco,FPR4K-SM-12,10.10.124.33,FLM2214020K,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
PAZSHDC-SEC-EXT-SDWAN-01/sec/stby,Cisco,FPR4K-SM-12,10.10.124.34,FLM23010131,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-sdwan-02,Cisco,FPR4K-SM-12,10.10.124.34,10.10.124.34,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-sdwan-fx-01:1,Cisco,Firepower NGFW 4110,10.10.124.31,JAD23070ZYG,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-sdwan-fx-01:2,Cisco,FPR4110-NGFW-K9,10.10.124.31,JMX2309L04P,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-sdwan-fx-02:1,Cisco,Firepower NGFW 4110,10.10.124.32,JAD23080K5D,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-sdwan-fx-02:2,Cisco,FPR4110-NGFW-K9,10.10.124.32,JMX2309L04T,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
PAZSHDC-SEC-EXT-VPN-01,Cisco,4145,10.123.254.196,FLM2628VNQ1,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
PAZSHDC-SEC-EXT-VPN-01/pri/act,Cisco,5585-SSP-40,204.99.12.50,JMX2030L09S,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
PAZSHDC-SEC-EXT-VPN-01/sec/stby,Cisco,5585-SSP-40,204.99.12.51,JMX2030L09Q,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
PAZSHDC-SEC-EXT-VPN-02,Cisco,4145,10.123.254.197,FLM263700BX,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
pazshdc-sec-ext-vpn-fxos-01,Cisco,FX-OS,10.123.254.194,JAD263009XS,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
pazshdc-sec-ext-vpn-fxos-01.cvs.com,Cisco,FPR4145-NGFW-K9,10.123.254.194,JMX2631X5VH,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
pazshdc-sec-ext-vpn-fxos-02,Cisco,FX-OS,10.123.254.195,JAD264300FB,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
pazshdc-sec-ext-vpn-fxos-02.cvs.com,Cisco,FPR4145-NGFW-K9,10.123.254.195,JMX2644X0KZ,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
pazshdc-sec-ext-wfh-01,Cisco,ASA5555-MB,10.10.109.166,FCH17347JD9,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-wfh-02,Cisco,ASA5555-MB,10.10.109.167,FCH17347JAL,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-wir-3,Cisco,ASA5555-MB,10.123.159.60,FCH18227C4L,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-wir-3-fo.caremark.com,Cisco,ASA Firewall,,FGL182440VV,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-wir-3.caremark.com,Cisco,ASA Firewall,,FGL182440VW,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-wir-4,Cisco,ASA5555-MB,10.123.159.61,FCH18207DMG,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-wir-fx-01.cvs.com,Cisco,FPR-CH-9300-AC,10.123.254.19,JMX2411L01Y,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-wir-fx-02.cvs.com,Cisco,FPR-C9300-AC,10.123.254.21,JMX2644X0J3,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
PAZSHDC-SEC-EXTATG-01,Cisco,4145,10.10.123.57,FLM250900DN,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
PAZSHDC-SEC-EXTATG-02,Cisco,4145,10.10.123.58,FLM25080C9H,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-extcld-01:1,Cisco,ASA on FTD,10.10.109.204,JMX2717X3QC,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-extcld-01:2,Cisco,FX-OS,10.10.109.204,JAD2630033E,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-extcld-02:1,Cisco,ASA on FTD,10.10.109.216,JMX2715X3J6,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-extcld-02:2,Cisco,FX-OS,10.10.109.216,JAD26290AVM,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-extwir-01,Cisco,FPR9K-SM-56,10.123.254.8,FLM2447010K,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-extwir-02,Cisco,FPR9K-SM-56,10.123.254.9,FLM264006BK,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
PAZSHDC-SEC-EXTWIR-PA-01/vsys1,Paloalto,pa-5450,10.10.124.85,'	019909000936,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
PAZSHDC-SEC-EXTWIR-PA-02/vsys1,Paloalto,pa-5450,10.10.124.86,'	019909000903,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-int-atg-fx-01:1,Cisco,FPR4145-NGFW-K9,10.10.123.51,JMX2522X00V,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL
pazshdc-sec-int-atg-fx-01:2,Cisco,FX-OS,10.10.123.51,JAD25170113,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL
pazshdc-sec-int-atg-fx-02:1,Cisco,FX-OS,10.10.123.52,JAD250309VX,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL
pazshdc-sec-int-atg-fx-02:2,Cisco,FPR4145-NGFW-K9,10.10.123.52,JMX2522X00N,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL
pazshdc-sec-int-pci-fxos-01.cvs.com,Cisco,FPR4145-NGFW-K9,10.123.254.204,JMX2632X000,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL|PCI
pazshdc-sec-int-pci-fxos-02.cvs.com,Cisco,FPR4145-NGFW-K9,10.123.254.205,JMX2632X01U,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL|PCI
PAZSHDC-SEC-INT-SEMA-01/pri/stby,Cisco,FPR4K-SM-44,10.218.26.133,FLM221304TR,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL|PCI
PAZSHDC-SEC-INT-SEMA-01/sec/act,Cisco,FPR4K-SM-44,10.218.26.132,FLM221302Q6,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL|PCI
pazshdc-sec-int-sema-fx-02:1,Cisco,Firepower 41xx,10.123.254.158,JMX2232L045,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL|PCI
pazshdc-sec-int-sema-fx-02:2,Cisco,FX-OS,10.123.254.158,JAD222609JM,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL|PCI
pazshdc-sec-int-wir-fx-01,Cisco,FX-OS,10.10.123.11,JAD24251076,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL
pazshdc-sec-int-wir-fx-01.cvs.com,Cisco,FPR4145-ASA-K9,10.10.123.11,JMX2427L037,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL
pazshdc-sec-int-wir-fx-02,Cisco,FX-OS,10.10.123.12,JAD2425041A,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL
pazshdc-sec-int-wir-fx-02.cvs.com,Cisco,FPR4145-ASA-K9,10.10.123.12,JMX2427L022,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL
PAZSHDC-SEC-INTWIR-01/pri/stby,Cisco,FPR4K-SM-44S,204.99.62.5,FLM241801RL,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL
PAZSHDC-SEC-INTWIR-01/sec/act,Cisco,FPR4K-SM-44S,204.99.62.2,FLM234001LL,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL
pazshdc-sec-sema-fx-01:1,Cisco,Firepower 41xx,10.123.254.157,JMX2232L043,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PCI
pazshdc-sec-sema-fx-01:2,Cisco,FX-OS,10.123.254.157,JAD222609GK,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PCI
pazshdcsecext0365-01,Checkpoint,Check Point 23800,204.99.62.91,LR201907006238,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdcsecext0365-02,Checkpoint,Check Point 23800,204.99.62.92,LR201907006243,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdcsecextrs-1-rsia-fo,Cisco,ASA5585-S10F10-K9,10.231.123.6,10.231.123.6,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdcsecextrs-1-sip,Cisco,Unknown,10.231.124.6,10.231.124.6,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL|PERIMETER
pazshdcsecextrs-1/pri/stby/admin,Cisco,5585-SSP-60,10.123.254.72,JMX19208034/admin,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdcsecextrs-1/pri/stby/DMVPN,Cisco,5585-SSP-60,10.123.254.72,JMX19208034/DMVPN,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
pazshdcsecextrs-1/pri/stby/RSIA,Cisco,5585-SSP-60,10.123.254.72,JMX19208034/RSIA,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdcsecextrs-1/pri/stby/SIP,Cisco,5585-SSP-60,10.123.254.72,JMX19208034/SIP,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL|PERIMETER
pazshdcsecextrs-1/sec/act/admin,Cisco,5585-SSP-60,10.123.254.71,JMX19208082/admin,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdcsecextrs-1/sec/act/DMVPN,Cisco,5585-SSP-60,10.123.254.71,JMX19208082/DMVPN,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
pazshdcsecextrs-1/sec/act/RSIA,Cisco,5585-SSP-60,10.123.254.71,JMX19208082/RSIA,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdcsecextrs-1/sec/act/SIP,Cisco,5585-SSP-60,10.123.254.71,JMX19208082/SIP,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL|PERIMETER
pazshdcsecextvpn-1,Cisco,FPR4K-SM-32S,10.218.22.108,FLM261806P6,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
pazshdcsecextvpn-2,Cisco,FPR4K-SM-32S,10.218.22.109,FLM25390439,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
pazshdcsecextvpn-3,Cisco,FPR4K-SM-32S,10.218.24.253,FLM261806PJ,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
pazshdcsecextvpn-4,Cisco,FPR4K-SM-32S,10.218.50.2,FLM261806QA,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
pazshdcsecextvpn-5,Cisco,FPR4K-SM-32S,10.218.50.6,FLM261806CF,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
pazshdcsecextvpn-6,Cisco,FPR4K-SM-32S,10.218.22.110,FLM2539041L,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER|VPN
pazshdcsecintexpftdpci-01:1,Cisco,FPR4150-NGFW-K9,,JMX2305L02L,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL|PCI
pazshdcsecintexpftdpci-01:2,Cisco,FX-OS,10.10.124.24,JAD23040B0C,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL|PCI
pazshdcsecintftdpci-01,Cisco,FPR4120-NGFW-K9,10.10.124.20,JMX2304L018,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL|PCI
pazshdcsecintftdpci-02,Cisco,FPR4120-NGFW-K9,10.10.124.21,JMX2304L016,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL|PCI
pazshdcsecumsptnp-1/NON-PROD,Cisco,5585-SSP-10,10.218.23.244,JMX193980E3/NON-PROD,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,
pazshlbsecintsema-1/pri/act,Cisco,5555,10.218.26.140,FTX2233W04B,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL|PCI
pazshlbsecintsema-1/sec/stby,Cisco,5555,10.218.26.141,FTX2233W04H,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,INTERNAL|PCI
pcarccmsecint-01,Cisco,Unknown,10.58.0.40,10.58.0.40,Offline,Unknown Import,,Unknown Import,INTERNAL
pdc-fw-aetna-1:1,Cisco,Firepower 2130 Threat Defense,10.40.49.73,JAD264201LX,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),CC|DMZ
pdc-fw-aetna-1:2,Cisco,FPR2130-NGFW-K9,10.40.49.73,JMX2642X11K,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),CC|DMZ
pdc-fw-aetna-2:1,Cisco,FPR2130-NGFW-K9,10.40.49.74,JMX2642X11A,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),CC|DMZ
pdc-fw-aetna-2:2,Cisco,Firepower 2130 Threat Defense,10.40.49.74,JAD2634005V,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),CC|DMZ
pdc-fw-cvty-1:1,Cisco,Firepower 2130 Threat Defense,10.40.49.71,JAD262407YW,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ
pdc-fw-cvty-1:2,Cisco,FPR2130-NGFW-K9,10.40.49.71,JMX2625X0W4,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ
pdc-fw-cvty-2:1,Cisco,FPR2130-NGFW-K9,10.40.49.72,JMX2622X1FW,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ
pdc-fw-cvty-2:2,Cisco,Firepower 2130 Threat Defense,10.40.49.72,JAD262204SR,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ
pdc-fw-dmz-a:1,Checkpoint,PH-30,10.40.233.16,LR201611025680,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ
pdc-fw-dmz-a:2,Checkpoint,15000 Appliances,10.40.233.16,10.40.233.16,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ
pdc-fw-dmz-b:1,Checkpoint,PH-30,10.40.233.17,LR201611025625,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ
pdc-fw-dmz-b:2,Checkpoint,15000 Appliances,10.40.233.17,10.40.233.17,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ
pdc-fw-extranet-a,Cisco,ASA5555-K9,10.40.224.70,FGL174840Q9,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ|PERIMETER
pdc-fw-extranet-s,Cisco,ASA5555-K9,10.40.224.69,FGL174840Q3,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ|PERIMETER
pdc-fw-glr-a:1,Checkpoint,15000 Appliances,10.40.233.29,10.40.233.29,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ|PERIMETER
pdc-fw-glr-a:2,Checkpoint,PH-20,10.40.233.29,LR201601013041,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ|PERIMETER
pdc-fw-glr-b:1,Checkpoint,PH-20,10.40.233.30,LR201608005325,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ|PERIMETER
pdc-fw-glr-b:2,Checkpoint,15000 Appliances,10.40.233.30,10.40.233.30,Offline,PDC,Aetna,US > AZ > Phoenix > AZ0512 - AZ0512B01 (PDC),DMZ|PERIMETER
